user_id,whisky_id,points_overall,nose_text,taste_text,finish_text,nose_rating,taste_rating,finish_rating
lincolnimp,26,94.0,"Sweet syrup and sweet sugary coffee notes, stewed prunes, apples & dark plumbs mixed with date slices. plus dark chocolate and the faintest hints of orange liqueur.A refined and elegant nose, just what I like in a whisky :)","Mouth coating, thick with loads of spices and pepper with honey, milk chocolate and chocolate/caramel waffles.This is almost like a fine old brandy but has much more punch, the sherry really does compliment the peat/pepper and the sweetness of the stewed fruit that the nose hinted at,Great balance on show here","The spice & peat just keep growing, the sweetness is in the background.Long and lip smacking, excellent",94,94,93
dram-drinker,26,92.0,"Lots of old and rather dry sherry wood, dates but no plums, hints of leather, spices, nutmeg, dark chocolate - very good","Very punchy, oily, liquorice, good sweetness, dried fruits, now with plums, figs, coffee, chocolate, good sherry wood (not old wood), more spices - great!","Long, warm, little more sherry wood but not drying too much, still some fruitness left",90,93,92
Ivynor,26,91.0,"Very immediately very sherry on nuts, dark chocolate, coffee. Alcohol is well integrated. The nose develops a certain welcome freshness, with some notes of citrus. The wood spices are very present.","Alcohol always well integrated. No OBE. It's expressive, lively, rather dry. We find substantially the same things as in the nose, with coffee and cocoa. The nose suggested something a little sweet but not too much.","Very woody, spicy, with cocoa, lots of coffee. Alas, the bitterness of the wood is a little too present and makes the final drying.",,,
tomy63,26,92.0,,,,,,
Derekyu928,26,93.0,,,,,,
tebond968,26,92.0,,,,,,
lincolnimp,26,94.0,,,,,,
detachedblue,26,92.0,"Thick jammy sherry, dried mango, olive oil, minty, leathery, dark chocolate. Dried red fruits.","Chocolaty, sweet and leathery, dried prunes, sweet, sweet orange, dried figs, inky sherry, seaweeds, quite minty as well.","Long, Chinese dates, leathery, dried mango.",,,
WhiskyFan2112,26,92.0,,,,92,92,93
Squinugie,27,81.0,,,,83,80,79
besar,27,83.0,,,,84,83,82
larswehmeier,27,80.0,"At the first moment a surprisingly strong start for a young Speysider with ""only"" 43%. Full and even spicy. Then very fruity and mild.",Mild and light on the tongue. Sweeter than in the nose. On the palate actually brings a slight oak impression of the chocolate.,Medium long and mild.,,,
karloff,27,82.0,,,,83,84,82
HammerHead,27,75.0,,,,79,76,70
John Barleycorn,27,76.0,,,,77,78,77
Otje,27,83.0,,,,85,82,80
drkrylov,27,83.0,,,,,,
drkrylov,27,83.0,"Malty, spicy, mint toffee.","Distinctively clinging mouth feel, with long-lasting flavour development. Both sweetness and spicy, peppery dryness in its malt character. Nutmeg and berry fruit.","Lingering, smooth, aromatic, clean.",,,
drkrylov,27,83.0,,,,80,90,75
dRambo,28,87.0,"orange slices topped with honey, raisins, dates, greenwood aromas and tree sap combine with wax, mint zest, malt, roasted cereal grains","Aromatic tree juice with mint and ginger, slightly peppery, very spicy for the low alcohol content, juicy raisins, pleasant bitter substances, creamy pudding, roasted aromas, cocoa, amaretto, banana,",on the finish is added a delicate mushroom note - very full-bodied and voluminous for age and alcohol content,87,86,87
Othorion,28,84.0,,,,84,83,86
Allandale,28,84.0,"Roses, candyfloss, slightly buttery. Body; Very firm. Smooth.","Rounded, tightly combined flavours. Beautiful balance of sherryish nuttiness, anise, and emphatic orange flower. Complex.","Cookies, liquorice toffee,. Routines, spiciness, emphatic mint, late dryness.",,,
lincolnimp,28,87.0,,,,88,84,85
Przemyslaw Kopanczyk,28,79.0,"7,9 Delikatnie dymna, trochę niczym pole kwiatów z odrobiną wiśni, cynamonu, orzecha i wanilii.","8,0 Lekko torfowa z nutami śliwki, orzechów w czekoladzie ze szczyptą cynamonu z dębowym akcentem.","8,0 Wystarczająco długi, słodki z nutami cynamonu i białej czekolady z odrobiną dymu oraz wiśni.",,,
korry78,28,85.0,,,,,,
MY MALTS,28,85.0,,,,,,
bennythemonster,28,74.0,,,,,,
espritdumal,28,88.0,,,,87,88,88
mmaclean,28,84.0,,,,,,
2791knarf,29,77.0,,,,,,
Whisky Epicurean,29,80.0,,,,84,81,74
2791knarf,29,77.0,,,,84,76,75
didi1893,29,85.0,"Fruity sherry pours out of the glass. Slightly mucky soil mixes with dull fruit. Subtle orange aroma blends with a hint of apricot. Chocolate, vanilla and sweet honey play together. A strange, but very pleasant, spice now dominates the nose. A subtle touch of wood tries to push through the fine fruit, the nose is now slightly sprittig.","The first sip is dominated by sweet fruit, which then turns into spicy wood. Pleasantly spicy, the wood exudes dark oak tones, which suddenly become sharper. Herb bitter wood notes arise. Dark dark chocolate comes from the bitter and slightly bitter wood, it dominates again this strange spice. Some coffee grounds spread on the palate.","Spicy and bitter, the finish begins. There is still light tingling and bizzelling on the tongue. Again, dark chocolate and coffee powder. Long and powerful, the finish exudes the full aroma of the taste.",,,
idl0r,29,82.0,,,,83,81,82
Bart Joosten,29,85.0,,,,87,86,86
Myst111,29,82.0,,,,84,82,82
Ana Chronist,29,82.0,,,,85,84,80
Crann feàrna,29,84.0,,,,86,83,82
Crann feàrna,29,84.0,"No water: overripe fruit, strawberries, sultanas, chocolate cookies.With water: as above, but sweeter. No including citrus fruits.",Arrival of sherry. Development of Medium-dry sherry. Accompanied by dark tones of chocolate and ginger-spice.,"Long, warm sherry sweet and mouth-watering finish.",,,
MaltMartin,30,88.0,"Not as bright as batch #6, however still lovely sherry nose.","Intense, but the tannins take over from the sherry. Not to an annoying level though. Further on mint, ginger and cherries.","Long, cherry brandy, oaky, cocoa, even some smoke.",,,
Soderberg,30,87.0,,,,87,88,86
vredensever,30,87.0,,,,,,
stefsel111,30,88.0,,,,87,88,88
Przemyslaw Kopanczyk,30,84.0,"8,4 Dość mocno wiśniowa z nutą ananasa, wanilii, goździka słodu jęczmiennego oraz beczki dębowej.","8,5 Delikatnie winna z nutami wiśni w czekoladzie z odrobiną mięty, imbiru oraz cynamonu.","8,4 Dobrej długości, delikatnie pikantny, rozgrzewający z nutą dębu, wiśni, toffi oraz białego pieprzu.",,,
megabreit,30,82.0,,,,78,87,79
megabreit,30,82.0,,,,,,
Cipidos,30,68.0,,,,83,86,83
Master Quill,30,89.0,,,,,,
Malt Hans,30,92.0,,,,,,
Malthead19,31,83.0,"fruity, spicy, subtle, mild, filigree, orange, peach","mild, very soft start, fruity and spicy, oak, lots of spice, hazelnut, caramel","mild, medium-long, sweet finish; medium-long, drying fruity aftertaste",,,
schengel10,31,83.0,"intensely fruity (peach, oranges), sherry, caramel, (whole milk) chocolate, spices, oak;","a very soft start, ripe apples, oranges, sherry, oily body, vanilla, caramel, nuts, honey, also some oak;","the finish is medium-long and sweet, with spices and oak in the finish;",,,
nallacam,31,88.0,,,,89,88,87
whiskyd,31,80.0,,,,75,78,79
oppi,31,83.0,,,,,,
Calmar,31,86.0,"Open, dry, first nose - spicy oak, burnt biscuits; oak, roasted nuts, cocoa, a little furniture varnish, Indian spices, corn, a little citrus, lollipops, prunes","Saturated, watery, spicy oak, burnt crackers, ginger, dark beer, nuts, corn.","Light, bitter-sweet, prunes, biscuits, kvasnoe wort, cocoa.",,,
m884,31,85.0,"Sherry, nutty, tad sulfur, milk chocolate, roasted walnuts and tad vanilla","very smooth, nutty, creamy, sweet`ish, tad oak, the mouth is the strong point here","Sherry, nutty, coffee with cream, slight wood influence, malt and toffee sweetness",,,
BottleBox,31,86.0,"Cherry, mandarin, cloves, spicy, dark chocolate, behind it a little vanilla. Strong oak note and a little pepper. Later a light almond note","Peppery, strong, then sweet and vanilla. Toffee and caramel and a little marzipan",Dry and slightly sour. Long lasting with,,,
markjedi1,31,83.0,"The nose is very softon vanilla, Granny Smith apples, sugared almonds and caramel. Chocolate cookiesfilled with orange marmalade. Some acacia honey after a while.","It is equally soft onthe palate. Creamy almost. A perfect continuation of the nose, with theemphasis on apples, surprisingly enough. Midpalate the spices kick in, butcertainly not very loud. This is all very quaffable and honeysweet. The hint ofrubber is easily forgiven.","The finish is mediumlong on more sweetness, like coffee liqueur.",,,
Bishlouk,31,84.0,,,,,,
nallacam,32,85.0,,,,,,
mmaclean,32,,,,,,,
Helgo,33,87.0,,,,87,86,86
hettrum,33,85.0,,,,85,87,86
ThS,33,89.0,"At first a smoke without concession. At aeration: rum-raisin ice cream, vanilla ice cream. Notes of orange blossom, lavender, violet, rose water, oil, honey and fir sap.",An explosion in the mouth. Literally: imagine a sweet sphere that explodes in peat!,Smoke. Empty glass: pine needles pine mile.,,,
HunterRomario,33,90.0,"Those who know the basic 10th performance will be surprised how these barrels influence, the whisky is softer, it's not so brutal, I think it's more accessible to those who disinfect means do not need it anymore. You would not appreciate your iodine and peat, but it is a sweet, pleasant veil, everything smoothed and delicate.","Rich in taste, peat-smoky tones, again slightly softened with sweetness.","The flavor is not as endless as in the basic fulfillment, you will not feel it anymore kind of day in the morning, but do not worry, you will consume it.",,,
drkrylov,33,84.0,,,,90,85,85
drkrylov,33,84.0,Rich heavy nose with a vague floral touch,Smooth for the strength. Creamy with an ashy dryness. Smoky.,Toffeish with a spicy burst. Smoke lingers.,,,
Master Quill,33,85.0,,,,,,
I_SPEY,33,90.0,,,,,,
SilentStill,33,89.0,"a beautiful, mild-smoky note rises to the nose, very maritime-fresh, light citrus influences and easily recognizable traces of banana and coconut.","How valuable are the 48%! A nice, strong drink. Even with water can be handled easily. More smoke than in the nose and a pleasant sweetness make this Laphi a good malt on the palate.",Dry smoke and spice flavors.,,,
Roel,33,86.0,"Undiluted, very strong peat, some sulphur and coffee. With a few drops of water also tar and buckling show up. The wood is present in the form of vanilla pudding, maybe with some cream as 'creme Suise'. A touch of ashes too. Good!","Bold peat in the form of charcoal, grilled beef and smoke. Some pencil fragrants from the wood, nice. Also quite some salt and a nuttish feeling.","Long finish which is quite peppery and salty. Dry and full of smoke, but no monster. The next day the glas still smells peaty.",,,
Ostap,34,92.0,"Classic, smoky, oak, medical, smoked, ash, sea salt, baked apple, straw, dried fruits, buckwheat honey, baked duck, baked potatoes in ashes, pickled watermelon, hint of rubber (gas mask), toffee.","Lots of smoke, knits, smoked, dried fruits, smoked oak chips, richly sweet.","Knits, smoked fruit, oak chips, baked apple, very long.",91,92,92
A0525,34,91.0,,,,91,90,91
dram-drinker,34,87.0,"Citric, smoked fish, peat, honeydew","Peaty, smoky, little salty, iodine, little sweetness, little woody","Medium long, warm",88,87,86
Baanaanaabob,34,89.0,,,,,,
KonstUA,34,91.0,,,,,,
Dyno,34,90.0,,,,90,90,90
Mr.Sandwich,34,,,,,,,
mika417,34,89.0,,,,,,
Jean-Brice,34,90.0,"Tourbe, fumée, médicaments, lait d'amandes","sec, tourbé, minéral, médicamenteux, gras","longue sur les embruns, la tourbe fumée",,,
Feusi,34,88.0,,,,,,
Calmar,35,86.0,"Medical tones - bandages, ointments; salty-marine, iodine, peat, the smell of a long-burnt fire, a burnt-out wooden house already overgrown with grass and trees - on the whole very soft and muffled, but very powerful and deep.","Oily, burnt wood, charcoal, notes of red pepper, sweetness, grapefruit crusts, caramel, cream.","Bittersweet, muffled, charcoal, orange peel, tar, bitumen.",,,
hs305,35,85.0,,,,,,
ovanpuyvelde,35,86.0,,,,87,86,85
sarthur71,35,89.0,,,,90,89,88
Rosencrantz,35,88.0,"Just by pouring it into the glass, Laphroaig's fiercely peated and maritime soul invades the surrounding environment. Letting it breathe, the nose is softened, vanilla, dates, ripe pear and mango emerge, with the medicinal soul of the distillate put in the background, very muted. Unusual but pleasant.","On the palate, the peat becomes more herbaceous and ashy, with the saline declaration that intensifies, bringing the aromas back into the waves of the ocean. Pinch of black pepper and ginger, with the sweetness always present but more tamed. Candied orange, licorice and wood in the background. The game of balance between peat and fruit stays on the edge, but it works.",Medium-long finish of used ashtray full of salt water with candied orange flakes and licorice.,91,87,87
zuipen,35,,,,,,,
Whisky_Addicted,35,90.0,,,,,,
wisekycourse,35,,,,,,,
Vince,35,91.0,,,,,,
stefsel111,35,83.0,,,,84,83,85
PaulDvorak,36,87.0,,,,,,
Gloin,36,82.0,"sweet smoke, pear and lemon, the whisky behind the smoke is very mild and soft, a touch of anise, hardly oak, a little vanilla, plus a fresh herbal note, lemon balm, dill","Noticeable start, light body, suddenly there is oak, which was missing in the nose, some lemon, the smoke comes late, but powerful","Sweet smoke, milk chocolate, getting bitter, slightly bitter herbs, Wick Medinight, long",,,
HammerHead,36,84.0,,,,85,83,86
Gweddry,36,84.0,"Smoked smoke, lemon, coals, soil, salt, iodine, after a while pears, tempera colors, DILUTED: smoked fish","coals, strong smoke, fruit, surprisingly fresh, lighter, salty, traces of sweetness DILUTED: smoked fish","carbons, slightly salty, long and changing, soil, cranberries, candy",,,
Teomarg,36,85.0,,,,86,84,85
MM-Speyside,36,35.0,,,,18,38,43
Johnrogers,36,80.0,,,,,,
SteveGo,36,85.0,,,,85,86,83
Jabarkas,36,70.0,,,,,,
RomanRekin,36,83.0,,,,,,
hs305,37,93.0,,,,,,
Dram Dracula,37,91.0,,,,,,
Roland7,37,88.0,,,,,,
kimmosuo,37,85.0,,,,86,85,85
Bamkero,37,94.0,,,,,,
whiskycuse,37,,,,,,,
hs305,37,93.0,,,,,,
markkerr02,37,90.0,,,,,,
Ras Mazunga,37,87.0,,,,,,
wheatfield,37,85.0,,,,84,85,84
pere,38,88.0,"Fruity, sweet, smoke, wood tar, salt, a bit iodine, grass, oak.","Smoky, peat, a bit burnt, iodine, oak, spices, fruity sweetness.","Smoky, wood tar, peat, salt, sweetish, fruity, a bit of wood, quite fresh and powerful.",,,
